nid,id,name,organism,ncbi_taxonomy.name,description,resource_markdown
7753,ENSG00000111678,C12orf57,2,Homo sapiens,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521],
19134,ENSG00000185359,HGS,2,Homo sapiens,hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897],
15610,ENSG00000166840,GLYATL1,2,Homo sapiens,glycine-N-acyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:30519],
16231,ENSG00000169435,RASSF6,2,Homo sapiens,Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796],
1988,ENSG00000147231,RADX,2,Homo sapiens,"RPA1 related single stranded DNA binding protein, X-linked [Source:HGNC Symbol;Acc:HGNC:25486]",
397,ENSG00000081051,AFP,2,Homo sapiens,alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317],
10309,ENSG00000132182,NUP210,2,Homo sapiens,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052],
15690,ENSG00000167130,DOLPP1,2,Homo sapiens,dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565],
7876,ENSG00000112339,HBS1L,2,Homo sapiens,HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834],
20010,ENSG00000196188,CTSE,2,Homo sapiens,cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530],
22475,ENSG00000243238,IGKV2-30,2,Homo sapiens,immunoglobulin kappa variable 2-30 [Source:HGNC Symbol;Acc:HGNC:5785],
179,ENSG00000049089,COL9A2,2,Homo sapiens,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218],
7085,ENSG00000106069,CHN2,2,Homo sapiens,chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944],
9043,ENSG00000122085,MTERF4,2,Homo sapiens,mitochondrial transcription termination factor 4 [Source:HGNC Symbol;Acc:HGNC:28785],
12837,ENSG00000148481,MINDY3,2,Homo sapiens,MINDY lysine 48 deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:23578],
22472,ENSG00000243156,MICAL3,2,Homo sapiens,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]",
22255,ENSG00000235942,LCE6A,2,Homo sapiens,late cornified envelope 6A [Source:HGNC Symbol;Acc:HGNC:31824],
9486,ENSG00000125733,TRIP10,2,Homo sapiens,thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304],
14277,ENSG00000161048,NAPEPLD,2,Homo sapiens,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683],
13401,ENSG00000153779,TGIF2LX,2,Homo sapiens,TGFB induced factor homeobox 2 like X-linked [Source:HGNC Symbol;Acc:HGNC:18570],
20545,ENSG00000198160,MIER1,2,Homo sapiens,MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657],
18988,ENSG00000184702,SEPTIN5,2,Homo sapiens,septin 5 [Source:HGNC Symbol;Acc:HGNC:9164],
2973,ENSG00000182325,FBXL6,2,Homo sapiens,F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603],
22618,ENSG00000250151,ARPC4-TTLL3,2,Homo sapiens,ARPC4-TTLL3 readthrough [Source:HGNC Symbol;Acc:HGNC:38830],
13349,ENSG00000153132,CLGN,2,Homo sapiens,calmegin [Source:HGNC Symbol;Acc:HGNC:2060],
10796,ENSG00000135269,TES,2,Homo sapiens,testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620],
8631,ENSG00000118454,ANKRD13C,2,Homo sapiens,ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374],
5966,ENSG00000099834,CDHR5,2,Homo sapiens,cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521],
17001,ENSG00000172890,NADSYN1,2,Homo sapiens,NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832],
3139,ENSG00000188153,COL4A5,2,Homo sapiens,collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207],
5548,ENSG00000086666,ZFAND6,2,Homo sapiens,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],
4069,ENSG00000008300,CELSR3,2,Homo sapiens,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],
9171,ENSG00000123268,ATF1,2,Homo sapiens,activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783],
5791,ENSG00000091972,CD200,2,Homo sapiens,CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203],
21400,ENSG00000211685,IGLC7,2,Homo sapiens,immunoglobulin lambda constant 7 [Source:HGNC Symbol;Acc:HGNC:5861],
15675,ENSG00000167094,TTC16,2,Homo sapiens,tetratricopeptide repeat domain 16 [Source:HGNC Symbol;Acc:HGNC:26536],
6448,ENSG00000102010,BMX,2,Homo sapiens,BMX non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1079],
2487,ENSG00000165970,SLC6A5,2,Homo sapiens,solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051],
23434,ENSG00000283697,HSFX3,2,Homo sapiens,"heat shock transcription factor family, X-linked member 3 [Source:HGNC Symbol;Acc:HGNC:52395]",
14103,ENSG00000159899,NPR2,2,Homo sapiens,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],
22824,ENSG00000257108,NHLRC4,2,Homo sapiens,NHL repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26700],
20596,ENSG00000198393,ZNF26,2,Homo sapiens,zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053],
7375,ENSG00000108559,NUP88,2,Homo sapiens,nucleoporin 88 [Source:HGNC Symbol;Acc:HGNC:8067],
8749,ENSG00000119661,DNAL1,2,Homo sapiens,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247],
14774,ENSG00000163661,PTX3,2,Homo sapiens,pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692],
6380,ENSG00000101470,TNNC2,2,Homo sapiens,"troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]",
20117,ENSG00000196531,NACA,2,Homo sapiens,nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629],
13882,ENSG00000158050,DUSP2,2,Homo sapiens,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068],
5149,ENSG00000075303,SLC25A40,2,Homo sapiens,solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680],
3567,ENSG00000236178,VARS2,2,Homo sapiens,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",
4687,ENSG00000061938,TNK2,2,Homo sapiens,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297],
9205,ENSG00000123561,SERPINA7,2,Homo sapiens,serpin family A member 7 [Source:HGNC Symbol;Acc:HGNC:11583],
18250,ENSG00000180694,TMEM64,2,Homo sapiens,transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441],
23397,ENSG00000282499,TRBV25-1,2,Homo sapiens,T cell receptor beta variable 25-1 [Source:HGNC Symbol;Acc:HGNC:12205],
20339,ENSG00000197410,DCHS2,2,Homo sapiens,dachsous cadherin-related 2 [Source:HGNC Symbol;Acc:HGNC:23111],
7078,ENSG00000106028,SSBP1,2,Homo sapiens,single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317],
8192,ENSG00000115129,TP53I3,2,Homo sapiens,tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:HGNC:19373],
603,ENSG00000100888,CHD8,2,Homo sapiens,chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153],
8398,ENSG00000116489,CAPZA1,2,Homo sapiens,capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488],
8768,ENSG00000119720,NRDE2,2,Homo sapiens,"NRDE-2, necessary for RNA interference, domain containing [Source:HGNC Symbol;Acc:HGNC:20186]",
7,ENSG00000002330,BAD,2,Homo sapiens,BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],
10141,ENSG00000130948,HSD17B3,2,Homo sapiens,hydroxysteroid 17-beta dehydrogenase 3 [Source:HGNC Symbol;Acc:HGNC:5212],
13864,ENSG00000157890,MEGF11,2,Homo sapiens,multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635],
3982,ENSG00000006125,AP2B1,2,Homo sapiens,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],
757,ENSG00000105355,PLIN3,2,Homo sapiens,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893],
23130,ENSG00000272968,RBAK-RBAKDN,2,Homo sapiens,RBAK-RBAKDN readthrough [Source:HGNC Symbol;Acc:HGNC:42971],
17417,ENSG00000175287,PHYHD1,2,Homo sapiens,phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396],
1600,ENSG00000135439,AGAP2,2,Homo sapiens,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",
18402,ENSG00000181761,OR8H3,2,Homo sapiens,olfactory receptor family 8 subfamily H member 3 [Source:HGNC Symbol;Acc:HGNC:15309],
7966,ENSG00000113108,APBB3,2,Homo sapiens,amyloid beta precursor protein binding family B member 3 [Source:HGNC Symbol;Acc:HGNC:20708],
16407,ENSG00000170276,HSPB2,2,Homo sapiens,heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247],
10165,ENSG00000131067,GGT7,2,Homo sapiens,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259],
18279,ENSG00000180881,CAPS2,2,Homo sapiens,calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471],
1763,ENSG00000139197,PEX5,2,Homo sapiens,peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719],
3413,ENSG00000213380,COG8,2,Homo sapiens,component of oligomeric golgi complex 8 [Source:HGNC Symbol;Acc:HGNC:18623],
1417,ENSG00000130203,APOE,2,Homo sapiens,apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613],
17553,ENSG00000176155,CCDC57,2,Homo sapiens,coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564],
4180,ENSG00000012983,MAP4K5,2,Homo sapiens,mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867],
3036,ENSG00000184584,STING1,2,Homo sapiens,stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962],
22608,ENSG00000249861,LGALS16,2,Homo sapiens,galectin 16 [Source:HGNC Symbol;Acc:HGNC:40039],
7007,ENSG00000105700,KXD1,2,Homo sapiens,KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420],
22476,ENSG00000243244,STON1,2,Homo sapiens,stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003],
5745,ENSG00000090905,TNRC6A,2,Homo sapiens,trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969],
16258,ENSG00000169583,CLIC3,2,Homo sapiens,chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064],
8275,ENSG00000115548,KDM3A,2,Homo sapiens,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815],
2739,ENSG00000172315,TP53RK,2,Homo sapiens,TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197],
8169,ENSG00000114933,INO80D,2,Homo sapiens,INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997],
9081,ENSG00000122490,SLC66A2,2,Homo sapiens,solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188],
22912,ENSG00000260811,OR4C45,2,Homo sapiens,olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31270],
18651,ENSG00000183054,RGPD6,2,Homo sapiens,RANBP2 like and GRIP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:32419],
12712,ENSG00000147443,DOK2,2,Homo sapiens,docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991],
861,ENSG00000108387,SEPTIN4,2,Homo sapiens,septin 4 [Source:HGNC Symbol;Acc:HGNC:9165],
15982,ENSG00000168334,XIRP1,2,Homo sapiens,xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301],
2269,ENSG00000160551,TAOK1,2,Homo sapiens,TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259],
15963,ENSG00000168273,SMIM4,2,Homo sapiens,small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257],
14529,ENSG00000162783,IER5,2,Homo sapiens,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393],
12911,ENSG00000149179,C11orf49,2,Homo sapiens,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720],
738,ENSG00000104723,TUSC3,2,Homo sapiens,tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242],
797,ENSG00000106344,RBM28,2,Homo sapiens,RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863],
7562,ENSG00000110066,KMT5B,2,Homo sapiens,lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283],
4233,ENSG00000018189,RUFY3,2,Homo sapiens,RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285],
16957,ENSG00000172687,ZNF738,2,Homo sapiens,zinc finger protein 738 [Source:HGNC Symbol;Acc:HGNC:32469],
22109,ENSG00000229676,ZNF492,2,Homo sapiens,zinc finger protein 492 [Source:HGNC Symbol;Acc:HGNC:23707],
237,ENSG00000064651,SLC12A2,2,Homo sapiens,solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911],
19476,ENSG00000186970,KRTAP15-1,2,Homo sapiens,keratin associated protein 15-1 [Source:HGNC Symbol;Acc:HGNC:18927],
23189,ENSG00000274443,C8orf89,2,Homo sapiens,chromosome 8 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:51258],
337,ENSG00000073614,KDM5A,2,Homo sapiens,lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886],
4656,ENSG00000059728,MXD1,2,Homo sapiens,MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761],
10411,ENSG00000132718,SYT11,2,Homo sapiens,synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239],
16342,ENSG00000169953,HSFY2,2,Homo sapiens,heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950],
21978,ENSG00000224373,IGHV4-59,2,Homo sapiens,immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:HGNC:5654],
22716,ENSG00000254636,ARMS2,2,Homo sapiens,age-related maculopathy susceptibility 2 [Source:HGNC Symbol;Acc:HGNC:32685],
22548,ENSG00000244623,OR2AE1,2,Homo sapiens,olfactory receptor family 2 subfamily AE member 1 [Source:HGNC Symbol;Acc:HGNC:15087],
9744,ENSG00000127914,AKAP9,2,Homo sapiens,A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379],
2966,ENSG00000182040,USH1G,2,Homo sapiens,USH1 protein network component sans [Source:HGNC Symbol;Acc:HGNC:16356],
10552,ENSG00000133800,LYVE1,2,Homo sapiens,lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:HGNC:14687],
20451,ENSG00000197859,ADAMTSL2,2,Homo sapiens,ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631],
5975,ENSG00000099901,RANBP1,2,Homo sapiens,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],
18199,ENSG00000180305,WFDC10A,2,Homo sapiens,WAP four-disulfide core domain 10A [Source:HGNC Symbol;Acc:HGNC:16139],
17124,ENSG00000173546,CSPG4,2,Homo sapiens,chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466],
4339,ENSG00000030304,MUSK,2,Homo sapiens,muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525],
12056,ENSG00000143032,BARHL2,2,Homo sapiens,BarH like homeobox 2 [Source:HGNC Symbol;Acc:HGNC:954],
8389,ENSG00000116337,AMPD2,2,Homo sapiens,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469],
17173,ENSG00000173812,EIF1,2,Homo sapiens,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249],
10498,ENSG00000133246,PRAM1,2,Homo sapiens,PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091],
2585,ENSG00000168310,IRF2,2,Homo sapiens,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117],
9032,ENSG00000121988,ZRANB3,2,Homo sapiens,zinc finger RANBP2-type containing 3 [Source:HGNC Symbol;Acc:HGNC:25249],
11697,ENSG00000140307,GTF2A2,2,Homo sapiens,general transcription factor IIA subunit 2 [Source:HGNC Symbol;Acc:HGNC:4647],
10174,ENSG00000131100,ATP6V1E1,2,Homo sapiens,ATPase H+ transporting V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857],
3576,ENSG00000236693,HLA-DPB1,2,Homo sapiens,"major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]",
6265,ENSG00000101017,CD40,2,Homo sapiens,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919],
5711,ENSG00000090238,YPEL3,2,Homo sapiens,yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327],
2337,ENSG00000162923,WDR26,2,Homo sapiens,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208],
990,ENSG00000112414,ADGRG6,2,Homo sapiens,adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841],
905,ENSG00000109775,UFSP2,2,Homo sapiens,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640],
18244,ENSG00000180628,PCGF5,2,Homo sapiens,polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264],
1532,ENSG00000133424,LARGE1,2,Homo sapiens,LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511],
13155,ENSG00000151611,MMAA,2,Homo sapiens,metabolism of cobalamin associated A [Source:HGNC Symbol;Acc:HGNC:18871],
3324,ENSG00000203782,LORICRIN,2,Homo sapiens,loricrin cornified envelope precursor protein [Source:HGNC Symbol;Acc:HGNC:6663],
10787,ENSG00000135220,UGT2A3,2,Homo sapiens,UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528],
16636,ENSG00000171291,ZNF439,2,Homo sapiens,zinc finger protein 439 [Source:HGNC Symbol;Acc:HGNC:20873],
22257,ENSG00000236027,PATE3,2,Homo sapiens,prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426],
20266,ENSG00000197110,IFNL3,2,Homo sapiens,interferon lambda 3 [Source:HGNC Symbol;Acc:HGNC:18365],
8696,ENSG00000119203,CPSF3,2,Homo sapiens,cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326],
3044,ENSG00000184949,FAM227A,2,Homo sapiens,family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197],
19658,ENSG00000187922,LCN10,2,Homo sapiens,lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892],
12152,ENSG00000143457,GOLPH3L,2,Homo sapiens,golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882],
17,ENSG00000004948,CALCR,2,Homo sapiens,calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440],
11441,ENSG00000138594,TMOD3,2,Homo sapiens,tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873],
22807,ENSG00000256671,LIMS4,2,Homo sapiens,LIM zinc finger domain containing 4 [Source:HGNC Symbol;Acc:HGNC:39941],
8298,ENSG00000115687,PASK,2,Homo sapiens,PAS domain containing serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:17270],
22763,ENSG00000255423,EBLN2,2,Homo sapiens,endogenous Bornavirus like nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:25493],
18754,ENSG00000183579,ZNRF3,2,Homo sapiens,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126],
21595,ENSG00000213064,SFT2D2,2,Homo sapiens,SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140],
21564,ENSG00000212124,TAS2R19,2,Homo sapiens,taste 2 receptor member 19 [Source:HGNC Symbol;Acc:HGNC:19108],
22479,ENSG00000243284,VSIG8,2,Homo sapiens,V-set and immunoglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:32063],
6386,ENSG00000101544,ADNP2,2,Homo sapiens,ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803],
1029,ENSG00000113643,RARS1,2,Homo sapiens,arginyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9870],
6150,ENSG00000100439,ABHD4,2,Homo sapiens,"abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]",
21215,ENSG00000205642,VCX3B,2,Homo sapiens,variable charge X-linked 3B [Source:HGNC Symbol;Acc:HGNC:31838],
15944,ENSG00000168172,HOOK3,2,Homo sapiens,hook microtubule tethering protein 3 [Source:HGNC Symbol;Acc:HGNC:23576],
15285,ENSG00000165506,DNAAF2,2,Homo sapiens,dynein axonemal assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:20188],
13255,ENSG00000152402,GUCY1A2,2,Homo sapiens,guanylate cyclase 1 soluble subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684],
18587,ENSG00000182752,PAPPA,2,Homo sapiens,pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602],
6412,ENSG00000101842,VSIG1,2,Homo sapiens,V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675],
22353,ENSG00000239961,LILRA4,2,Homo sapiens,leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503],
83,ENSG00000012779,ALOX5,2,Homo sapiens,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435],
4227,ENSG00000016602,CLCA4,2,Homo sapiens,chloride channel accessory 4 [Source:HGNC Symbol;Acc:HGNC:2018],
2875,ENSG00000177426,TGIF1,2,Homo sapiens,TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776],
16420,ENSG00000170324,FRMPD2,2,Homo sapiens,FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572],
18292,ENSG00000180953,ST20,2,Homo sapiens,suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:HGNC:33520],
5633,ENSG00000088827,SIGLEC1,2,Homo sapiens,sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127],
801,ENSG00000106460,TMEM106B,2,Homo sapiens,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407],
13935,ENSG00000158485,CD1B,2,Homo sapiens,CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635],
13221,ENSG00000152127,MGAT5,2,Homo sapiens,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]",
7024,ENSG00000105778,AVL9,2,Homo sapiens,AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994],
22450,ENSG00000242515,UGT1A10,2,Homo sapiens,UDP glucuronosyltransferase family 1 member A10 [Source:HGNC Symbol;Acc:HGNC:12531],
12619,ENSG00000146755,TRIM50,2,Homo sapiens,tripartite motif containing 50 [Source:HGNC Symbol;Acc:HGNC:19017],
20398,ENSG00000197632,SERPINB2,2,Homo sapiens,serpin family B member 2 [Source:HGNC Symbol;Acc:HGNC:8584],
17337,ENSG00000174885,NLRP6,2,Homo sapiens,NLR family pyrin domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22944],
16290,ENSG00000169727,GPS1,2,Homo sapiens,G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549],
11013,ENSG00000136297,MMD2,2,Homo sapiens,monocyte to macrophage differentiation associated 2 [Source:HGNC Symbol;Acc:HGNC:30133],
9222,ENSG00000123684,LPGAT1,2,Homo sapiens,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985],
6761,ENSG00000104450,SPAG1,2,Homo sapiens,sperm associated antigen 1 [Source:HGNC Symbol;Acc:HGNC:11212],
17214,ENSG00000174059,CD34,2,Homo sapiens,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662],
2002,ENSG00000147684,NDUFB9,2,Homo sapiens,NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704],
14817,ENSG00000163806,SPDYA,2,Homo sapiens,speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613],
22702,ENSG00000254402,LRRC24,2,Homo sapiens,leucine rich repeat containing 24 [Source:HGNC Symbol;Acc:HGNC:28947],
19374,ENSG00000186458,DEFB132,2,Homo sapiens,defensin beta 132 [Source:HGNC Symbol;Acc:HGNC:33806],
8430,ENSG00000116717,GADD45A,2,Homo sapiens,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095],
17591,ENSG00000176386,CDC26,2,Homo sapiens,cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839],
6152,ENSG00000100442,FKBP3,2,Homo sapiens,FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719],
2070,ENSG00000151348,EXT2,2,Homo sapiens,exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513],
3547,ENSG00000234343,NEU1,2,Homo sapiens,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758],
20459,ENSG00000197888,UGT2B17,2,Homo sapiens,UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547],
19088,ENSG00000185163,DDX51,2,Homo sapiens,DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082],
18074,ENSG00000179397,CATSPERE,2,Homo sapiens,catsper channel auxiliary subunit epsilon [Source:HGNC Symbol;Acc:HGNC:28491],
18748,ENSG00000183569,SERHL2,2,Homo sapiens,serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446],
16602,ENSG00000171133,OR2K2,2,Homo sapiens,olfactory receptor family 2 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:8264],
12077,ENSG00000143158,MPC2,2,Homo sapiens,mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515],
16,ENSG00000004939,SLC4A1,2,Homo sapiens,solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027],
14059,ENSG00000159445,THEM4,2,Homo sapiens,thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947],
13930,ENSG00000158470,B4GALT5,2,Homo sapiens,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]",
23133,ENSG00000273045,C2orf15,2,Homo sapiens,chromosome 2 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:28436],
